1501,Kerinci
1502,Merangin
1503,Sarolangun
1504,Batang Hari
1505,Muaro Jambi
1506,Tanjung Jabung Timur
1507,Tanjung Jabung Barat
1508,Tebo
1509,Bungo
1571,Jambi
1572,Sungai Penuh
